"","i","t","fid","lw"
"16805",1681,5,574,1.31761422095266
"16806",1681,6,574,1.38979795485472
"16807",1681,7,574,1.50106999314504
"16808",1681,8,574,1.70976058433319
"16809",1681,9,574,2.13959028437924
"16810",1681,10,574,1.71424596901431
"16811",1682,1,411,0.584688301888376
"16812",1682,2,411,0.597074772578085
"16813",1682,3,411,0.817240697930574
"16814",1682,4,411,0.555139789771014
"16815",1682,5,411,0.650004612503365
"16816",1682,6,411,0.511628046269641
"16817",1682,7,609,0.699886120004448
"16818",1682,8,609,0.446544311805841
"16819",1682,9,609,0.980322164608915
"16820",1682,10,609,0.656619290504424
"16821",1683,1,365,-1.22417720235596
"16822",1683,2,224,-1.61796270606488
"16823",1683,3,224,-1.62596322529679
"16824",1683,4,224,-1.36506223546544
"16825",1683,5,224,-1.59841297336333
"16826",1683,6,135,-1.18817329420426
"16827",1683,7,135,-1.51262497931213
"16828",1683,8,245,-1.05692488307602
"16829",1683,9,245,-1.030868483579
"16830",1683,10,245,-0.609723212535268
"16831",1684,1,249,-2.09018039394378
"16832",1684,2,249,-2.50381725562595
"16833",1684,3,249,-1.91751747475594
"16834",1684,4,249,-2.26765771683116
"16835",1684,5,249,-2.46136313441998
"16836",1684,6,249,-2.30877025119776
"16837",1684,7,249,-2.25150379445299
"16838",1684,8,249,-2.11063693963647
"16839",1684,9,249,-1.99063043560618
"16840",1684,10,249,-2.6939311160163
"16841",1685,1,496,-0.570836724699689
"16842",1685,2,292,-1.18750028063691
"16843",1685,3,292,-1.02098852244387
"16844",1685,4,292,-0.754191372102727
"16845",1685,5,292,-1.21858161629626
"16846",1685,6,292,-1.25047301815554
"16847",1685,7,292,-1.11921009092512
"16848",1685,8,292,-1.1272129281977
"16849",1685,9,292,-0.836499276698443
"16850",1685,10,292,-1.2103466652087
"16851",1686,1,561,-1.79855951943609
"16852",1686,2,448,-0.881054658888214
"16853",1686,3,448,-0.890921077860283
"16854",1686,4,448,-0.534135554408851
"16855",1686,5,448,-0.465478819077523
"16856",1686,6,448,-0.529396723484155
"16857",1686,7,448,-0.782056609957422
"16858",1686,8,448,-0.819169116370604
"16859",1686,9,448,-0.663037413534033
"16860",1686,10,448,-0.904678022044838
"16861",1687,1,561,-2.64817455185086
"16862",1687,2,561,-2.46658336292108
"16863",1687,3,561,-2.43832178443689
"16864",1687,4,561,-2.11931989288538
"16865",1687,5,561,-2.21432246223054
"16866",1687,6,561,-2.37068716448477
"16867",1687,7,561,-2.21313187438889
"16868",1687,8,561,-2.39807964597891
"16869",1687,9,561,-2.46047496699939
"16870",1687,10,561,-2.50970387888274
"16871",1688,1,614,0.157489737887707
"16872",1688,2,237,-0.00955428852143184
"16873",1688,3,237,-0.499005669215454
"16874",1688,4,464,0.26610963817512
"16875",1688,5,464,0.550035192300317
"16876",1688,6,464,0.626835197669115
"16877",1688,7,464,0.394861557072963
"16878",1688,8,464,0.129969584872352
"16879",1688,9,464,0.572816605066271
"16880",1688,10,410,0.114148810589903
"16881",1689,1,98,1.4645154095764
"16882",1689,2,98,1.76088539120076
"16883",1689,3,98,1.787232988707
"16884",1689,4,98,1.61806848471931
"16885",1689,5,98,2.00851970131855
"16886",1689,6,98,1.82364346499449
"16887",1689,7,98,1.97495923879427
"16888",1689,8,98,1.69201600582536
"16889",1689,9,98,2.17058331698317
"16890",1689,10,98,1.52160745899464
"16891",1690,1,271,-0.229059281994738
"16892",1690,2,271,0.0629766102088789
"16893",1690,3,271,-0.585873335554483
"16894",1690,4,271,-0.359914607471484
"16895",1690,5,271,-0.41890810075907
"16896",1690,6,271,-0.261689787233541
"16897",1690,7,271,-0.229762233357589
"16898",1690,8,271,-0.467721817832485
"16899",1690,9,271,-0.492386880285049
"16900",1690,10,505,0.681145421789541
"16901",1691,1,1,-1.74325052697423
"16902",1691,2,1,-1.89563148010012
"16903",1691,3,1,-1.28623229723067
"16904",1691,4,327,-2.60648341722256
"16905",1691,5,327,-2.72503261212715
"16906",1691,6,327,-3.05721511441366
"16907",1691,7,327,-2.81083910306909
"16908",1691,8,327,-2.49118039990794
"16909",1691,9,327,-2.46817562336078
"16910",1691,10,327,-2.58540888157096
"16911",1692,1,387,-0.560966327938968
"16912",1692,2,387,-0.60759741768106
"16913",1692,3,387,-0.858578197604102
"16914",1692,4,387,-0.52003506638645
"16915",1692,5,387,-0.870890231846605
"16916",1692,6,387,-0.458539001812687
"16917",1692,7,387,-0.490372659985092
"16918",1692,8,387,-0.448921420847695
"16919",1692,9,387,-0.654205503050838
"16920",1692,10,387,-0.320369485844738
"16921",1693,1,233,-0.491105620611559
"16922",1693,2,233,-0.598739019002113
"16923",1693,3,560,-0.25573340474302
"16924",1693,4,560,-0.0250927160148966
"16925",1693,5,356,0.0929065895523847
"16926",1693,6,356,0.225042977692159
"16927",1693,7,356,0.0650445442799776
"16928",1693,8,356,0.26276600657605
"16929",1693,9,496,-0.564572617287053
"16930",1693,10,496,-0.207875394137894
"16931",1694,1,515,0.692560557587312
"16932",1694,2,515,0.46746652899754
"16933",1694,3,515,0.893365400891776
"16934",1694,4,515,0.637172224019452
"16935",1694,5,515,0.466565986455851
"16936",1694,6,515,0.448898528041899
"16937",1694,7,515,0.761267879127224
"16938",1694,8,515,0.85403548945454
"16939",1694,9,515,0.545964815706841
"16940",1694,10,515,0.468248344150231
"16941",1695,1,568,-2.04511476650992
"16942",1695,2,568,-2.2152523247165
"16943",1695,3,568,-1.87399931203961
"16944",1695,4,568,-2.33664802791206
"16945",1695,5,568,-1.69462008645181
"16946",1695,6,568,-1.97186987836182
"16947",1695,7,568,-1.90264569618427
"16948",1695,8,568,-2.30270144425712
"16949",1695,9,568,-1.88122164406939
"16950",1695,10,568,-2.12045035321265
"16951",1696,1,138,-0.814906343283334
"16952",1696,2,138,-1.07343880998253
"16953",1696,3,378,-1.33936804643092
"16954",1696,4,378,-1.41415099015232
"16955",1696,5,378,-0.813727527057996
"16956",1696,6,378,-1.16869334518191
"16957",1696,7,378,-1.64728383960305
"16958",1696,8,378,-1.05072096954162
"16959",1696,9,378,-1.43101494327295
"16960",1696,10,378,-1.53496338164359
"16961",1697,1,438,0.415453774895882
"16962",1697,2,438,0.136540005962328
"16963",1697,3,438,0.224909772353013
"16964",1697,4,438,0.186041393306528
"16965",1697,5,438,0.163806332074725
"16966",1697,6,438,0.0743621047739488
"16967",1697,7,438,0.205578862617756
"16968",1697,8,438,0.295317262989672
"16969",1697,9,401,0.14731586978908
"16970",1697,10,401,0.794203715827219
"16971",1698,1,415,-1.3930400924261
"16972",1698,2,415,-1.73926944272988
"16973",1698,3,415,-1.8660115595509
"16974",1698,4,415,-2.08118615035284
"16975",1698,5,415,-1.73723250381221
"16976",1698,6,415,-1.66455798979526
"16977",1698,7,415,-1.64609689339711
"16978",1698,8,415,-1.35782864275558
"16979",1698,9,415,-1.53933895428563
"16980",1698,10,415,-1.38715373020787
"16981",1699,1,225,1.15711604246865
"16982",1699,2,225,1.01994378053113
"16983",1699,3,225,1.19222358563429
"16984",1699,4,225,1.21260761449035
"16985",1699,5,199,1.11238492287603
"16986",1699,6,199,1.19415919244576
"16987",1699,7,199,1.23898843564486
"16988",1699,8,199,1.01029766254952
"16989",1699,9,199,0.846436842141247
"16990",1699,10,199,1.23784314897674
"16991",1700,1,115,-0.0500519537730973
"16992",1700,2,119,0.942890458237925
"16993",1700,3,119,0.706672522648994
"16994",1700,4,119,0.964874155913926
"16995",1700,5,119,0.861064787159654
"16996",1700,6,119,0.582013369789247
"16997",1700,7,119,0.539348870900154
"16998",1700,8,201,0.0036003235026979
"16999",1700,9,201,-0.605930666104717
"17000",1700,10,201,-0.322691085527871
"17001",1701,1,171,2.24769584537544
"17002",1701,2,171,2.31332860070377
"17003",1701,3,171,2.17972626556819
"17004",1701,4,171,2.56969067342873
"17005",1701,5,171,1.94338676964344
"17006",1701,6,171,2.22717820366179
"17007",1701,7,171,2.51524319363957
"17008",1701,8,171,2.16236907322486
"17009",1701,9,171,1.99176597265316
"17010",1701,10,171,1.97660360230324
"17011",1702,1,264,0.70872680752284
"17012",1702,2,264,0.905438516041319
"17013",1702,3,264,0.859770148530926
"17014",1702,4,264,0.479127929648117
"17015",1702,5,264,0.707059892187785
"17016",1702,6,264,0.803833588909659
"17017",1702,7,264,0.85391631238049
"17018",1702,8,264,0.775247546404827
"17019",1702,9,264,0.912827527891197
"17020",1702,10,264,0.838320423674101
"17021",1703,1,119,0.493777358419811
"17022",1703,2,119,0.847146385387993
"17023",1703,3,119,0.542950678227587
"17024",1703,4,119,0.119313831558733
"17025",1703,5,119,0.768868603354089
"17026",1703,6,119,0.550932751663335
"17027",1703,7,119,0.119310541693876
"17028",1703,8,285,-0.648661055066189
"17029",1703,9,285,-0.616755272275248
"17030",1703,10,285,-0.772520158811594
"17031",1704,1,50,-0.764387886847039
"17032",1704,2,50,-0.679091316214891
"17033",1704,3,335,-1.19444615273444
"17034",1704,4,335,-1.42185038456269
"17035",1704,5,335,-1.15454275862133
"17036",1704,6,335,-1.53800818225717
"17037",1704,7,335,-1.65821695307745
"17038",1704,8,335,-1.66950351486652
"17039",1704,9,335,-1.23425981613667
"17040",1704,10,335,-1.54209621951205
"17041",1705,1,339,-0.361128130716156
"17042",1705,2,339,-0.384524630448043
"17043",1705,3,99,-0.547832526779404
"17044",1705,4,622,0.595919053939761
"17045",1705,5,622,0.479450681543202
"17046",1705,6,622,0.494798362579104
"17047",1705,7,622,0.612438568701415
"17048",1705,8,622,0.563672426471608
"17049",1705,9,622,0.546394332287213
"17050",1705,10,622,0.662544109321546
"17051",1706,1,86,2.35962049665669
"17052",1706,2,86,1.88127072969059
"17053",1706,3,86,2.28727491637594
"17054",1706,4,86,1.89711277050365
"17055",1706,5,179,1.74757054112514
"17056",1706,6,179,1.65339195746862
"17057",1706,7,179,1.78583947155472
"17058",1706,8,179,1.55970294824582
"17059",1706,9,179,1.34359668839119
"17060",1706,10,62,1.91439535955429
"17061",1707,1,522,-1.21771766236505
"17062",1707,2,522,-1.55357308806981
"17063",1707,3,522,-1.45224376057823
"17064",1707,4,522,-1.48404307670785
"17065",1707,5,43,-2.0494470157794
"17066",1707,6,43,-2.22060218229793
"17067",1707,7,43,-1.73922788441375
"17068",1707,8,43,-1.64984464304501
"17069",1707,9,43,-1.7262332473088
"17070",1707,10,43,-2.21588978173462
"17071",1708,1,432,-2.08757251257846
"17072",1708,2,432,-1.7397591129571
"17073",1708,3,432,-2.07147012658986
"17074",1708,4,432,-1.91955973684154
"17075",1708,5,432,-1.90312935032292
"17076",1708,6,432,-2.01889902189951
"17077",1708,7,432,-1.84644564712837
"17078",1708,8,432,-1.60705703844765
"17079",1708,9,432,-1.84697803542998
"17080",1708,10,432,-1.71244903903411
"17081",1709,1,224,-1.04406092500327
"17082",1709,2,224,-1.3090317411099
"17083",1709,3,224,-1.323456370028
"17084",1709,4,224,-1.2954498785242
"17085",1709,5,224,-1.45596118337277
"17086",1709,6,224,-1.08080490834917
"17087",1709,7,224,-0.926794636607261
"17088",1709,8,224,-1.2080989615354
"17089",1709,9,224,-1.15296319066593
"17090",1709,10,224,-1.02188748939422
"17091",1710,1,476,1.94620262935046
"17092",1710,2,476,2.16853295853028
"17093",1710,3,476,2.13731422185291
"17094",1710,4,476,1.96882023093511
"17095",1710,5,476,1.832396093269
"17096",1710,6,476,2.26524700417264
"17097",1710,7,158,2.28905506725718
"17098",1710,8,158,1.79890656742399
"17099",1710,9,158,1.542661631883
"17100",1710,10,158,1.79893385802633
"17101",1711,1,373,-0.0279954956636887
"17102",1711,2,373,-0.082290519399213
"17103",1711,3,373,-0.0230199430436878
"17104",1711,4,373,-0.225610395913716
"17105",1711,5,373,-0.24142124842848
"17106",1711,6,373,-0.318326666321846
"17107",1711,7,373,0.193846254860365
"17108",1711,8,373,0.0447659088930367
"17109",1711,9,531,-0.852311284162149
"17110",1711,10,531,-0.654150482073257
"17111",1712,1,301,-0.612289012917912
"17112",1712,2,301,-0.904176885991819
"17113",1712,3,301,-0.298228594474004
"17114",1712,4,301,-0.804157474156513
"17115",1712,5,301,-0.62479624986204
"17116",1712,6,301,-0.667936792924582
"17117",1712,7,301,-0.745568599050907
"17118",1712,8,301,-0.798496341858382
"17119",1712,9,301,-0.604928851749674
"17120",1712,10,510,0.321707764844159
"17121",1713,1,100,-1.26877105613159
"17122",1713,2,100,-1.39052790545952
"17123",1713,3,100,-1.4139307485573
"17124",1713,4,100,-1.45363837721619
"17125",1713,5,100,-1.23235622033389
"17126",1713,6,100,-1.42432991423577
"17127",1713,7,547,-0.112071521120293
"17128",1713,8,547,-0.118763032003909
"17129",1713,9,547,-0.228715456902717
"17130",1713,10,547,-0.277383100878531
"17131",1714,1,421,0.423818085691485
"17132",1714,2,421,0.472281835904507
"17133",1714,3,421,0.550690290281446
"17134",1714,4,421,0.475346580205244
"17135",1714,5,421,0.872652121309937
"17136",1714,6,421,0.331712436385026
"17137",1714,7,538,1.05392821283661
"17138",1714,8,538,1.39517998619774
"17139",1714,9,538,1.34915355784283
"17140",1714,10,538,1.20640559010499
"17141",1715,1,523,0.397318547953433
"17142",1715,2,523,0.233243206562429
"17143",1715,3,523,0.374164231764901
"17144",1715,4,523,0.475619934697837
"17145",1715,5,523,-0.0412054276348596
"17146",1715,6,94,0.167604318132531
"17147",1715,7,94,0.465064500102132
"17148",1715,8,94,0.241506341230057
"17149",1715,9,94,0.343352685019366
"17150",1715,10,94,0.36699435265067
"17151",1716,1,572,0.145181619541463
"17152",1716,2,572,-0.338163707227238
"17153",1716,3,572,0.368848835199554
"17154",1716,4,572,0.320053775427225
"17155",1716,5,572,0.0928339205861934
"17156",1716,6,572,0.105822241885096
"17157",1716,7,572,0.00542457021498291
"17158",1716,8,572,0.471437569286963
"17159",1716,9,572,0.205672068073562
"17160",1716,10,572,0.590720670304171
"17161",1717,1,558,0.697159486694251
"17162",1717,2,558,0.991957090398567
"17163",1717,3,558,0.437485270277928
"17164",1717,4,558,1.18097872229646
"17165",1717,5,558,0.646714051210543
"17166",1717,6,558,0.487975661021399
"17167",1717,7,558,0.932243209186324
"17168",1717,8,558,0.421388979881194
"17169",1717,9,558,0.666205676999055
"17170",1717,10,558,0.726255756592729
"17171",1718,1,615,2.00192132040379
"17172",1718,2,615,2.04727827922479
"17173",1718,3,615,1.87294863273662
"17174",1718,4,615,1.98399033202515
"17175",1718,5,268,1.69975120399668
"17176",1718,6,268,1.28608148812592
"17177",1718,7,268,1.3825361970471
"17178",1718,8,268,1.66759397452543
"17179",1718,9,318,2.54944367377889
"17180",1718,10,318,2.19107230408708
"17181",1719,1,213,-0.623452389314188
"17182",1719,2,213,-0.623165392478337
"17183",1719,3,213,-0.500025955281478
"17184",1719,4,213,-0.514937882600596
"17185",1719,5,213,-0.582231922417445
"17186",1719,6,213,-0.216630796040987
"17187",1719,7,553,-0.158089358545001
"17188",1719,8,647,0.125153433222017
"17189",1719,9,647,0.402360086084256
"17190",1719,10,647,0.0484404526180843
"17191",1720,1,92,-2.22590482729232
"17192",1720,2,92,-2.22089762022353
"17193",1720,3,379,-2.15374576832769
"17194",1720,4,379,-2.10209082169789
"17195",1720,5,379,-1.81964337500129
"17196",1720,6,379,-2.44872903093469
"17197",1720,7,379,-2.20805540454182
"17198",1720,8,379,-2.20128722076288
"17199",1720,9,379,-2.25622708109607
"17200",1720,10,379,-2.15534657983817
"17201",1721,1,571,-0.45016941189649
"17202",1721,2,571,-0.501112818147967
"17203",1721,3,571,-0.584280760982046
"17204",1721,4,571,-0.658628278875921
"17205",1721,5,495,-1.12180661583146
"17206",1721,6,188,-1.18299398919835
"17207",1721,7,188,-1.09368148598826
"17208",1721,8,188,-0.948879319781723
"17209",1721,9,331,-0.308973777638067
"17210",1721,10,70,-0.204224676380292
"17211",1722,1,524,0.238149443893726
"17212",1722,2,524,-0.0112836812637331
"17213",1722,3,268,0.723370673803021
"17214",1722,4,268,0.30628934971699
"17215",1722,5,268,0.577790614028044
"17216",1722,6,268,0.401197705367518
"17217",1722,7,268,0.12375815645023
"17218",1722,8,268,0.705438989894561
"17219",1722,9,268,1.01666425217327
"17220",1722,10,268,0.252593846926173
"17221",1723,1,616,0.0595765168495062
"17222",1723,2,616,0.18107647446842
"17223",1723,3,616,0.203459685141885
"17224",1723,4,616,0.15720168359333
"17225",1723,5,616,0.215841242108402
"17226",1723,6,616,0.235985056867339
"17227",1723,7,616,-0.222381619627265
"17228",1723,8,616,-0.0667099167636687
"17229",1723,9,616,0.185649158477644
"17230",1723,10,616,-0.10626892359001
"17231",1724,1,99,0.346764417563522
"17232",1724,2,99,0.625425391882137
"17233",1724,3,99,0.267102686154083
"17234",1724,4,99,0.0623112974955499
"17235",1724,5,99,0.404060291984761
"17236",1724,6,99,0.6207467540291
"17237",1724,7,99,0.678435700013079
"17238",1724,8,99,0.787736415067537
"17239",1724,9,99,0.202051520060397
"17240",1724,10,99,0.232762277767225
"17241",1725,1,62,1.96271413586019
"17242",1725,2,62,1.6554572297689
"17243",1725,3,62,2.20095154013188
"17244",1725,4,380,2.01569818109983
"17245",1725,5,380,1.76986782430874
"17246",1725,6,380,1.86931190063733
"17247",1725,7,380,1.9400959472014
"17248",1725,8,380,1.86731756041746
"17249",1725,9,380,2.0453279721688
"17250",1725,10,380,2.27839963194488
"17251",1726,1,434,-2.47333362713783
"17252",1726,2,434,-2.20454548166734
"17253",1726,3,434,-2.17175815545027
"17254",1726,4,434,-2.38892286044438
"17255",1726,5,434,-2.40955639272744
"17256",1726,6,434,-2.43932193974664
"17257",1726,7,434,-2.43960856957392
"17258",1726,8,434,-2.46274107529399
"17259",1726,9,434,-2.597999404136
"17260",1726,10,434,-2.08261710412095
"17261",1727,1,608,-2.30758632525684
"17262",1727,2,513,-2.26688021113362
"17263",1727,3,513,-2.14556260933594
"17264",1727,4,513,-2.08242786775791
"17265",1727,5,513,-2.35518191842587
"17266",1727,6,513,-2.15343169468695
"17267",1727,7,513,-2.40634914585166
"17268",1727,8,513,-2.12089661981713
"17269",1727,9,152,-1.40990003838656
"17270",1727,10,200,-2.16506106900439
"17271",1728,1,270,0.380076085279639
"17272",1728,2,270,0.535966836064355
"17273",1728,3,270,0.430614101759049
"17274",1728,4,270,0.689963535995544
"17275",1728,5,559,1.71775780595248
"17276",1728,6,559,1.99481419983929
"17277",1728,7,298,1.22485414553624
"17278",1728,8,286,0.675727899684439
"17279",1728,9,286,0.633688089060086
"17280",1728,10,286,0.455675002521883
"17281",1729,1,38,-1.25029558319845
"17282",1729,2,633,-0.227669777406359
"17283",1729,3,633,-0.284019726427792
"17284",1729,4,633,-0.196681046834193
"17285",1729,5,633,-0.557826762617992
"17286",1729,6,633,-0.37117671284428
"17287",1729,7,633,-0.757146385004117
"17288",1729,8,633,-0.744670910558511
"17289",1729,9,633,-0.355843403097285
"17290",1729,10,633,-0.158207791147941
"17291",1730,1,29,0.379779598637141
"17292",1730,2,29,0.773746644843281
"17293",1730,3,29,0.261415333266327
"17294",1730,4,29,0.6080036261481
"17295",1730,5,29,0.845930566257283
"17296",1730,6,29,0.859414202416616
"17297",1730,7,29,0.777621364788109
"17298",1730,8,29,0.466452577757584
"17299",1730,9,29,0.798620547597866
"17300",1730,10,29,0.479856141968507
"17301",1731,1,447,0.566633084967632
"17302",1731,2,447,0.598082321005829
"17303",1731,3,447,0.439539698282864
"17304",1731,4,447,0.396836131138652
"17305",1731,5,447,0.480189996098612
"17306",1731,6,447,0.121552873120488
"17307",1731,7,447,0.19477300274635
"17308",1731,8,454,0.0295796018729761
"17309",1731,9,274,0.345630497336029
"17310",1731,10,274,0.282492953399111
"17311",1732,1,399,1.8004107576442
"17312",1732,2,399,2.07600724485817
"17313",1732,3,399,2.26794383457059
"17314",1732,4,399,1.57179101722466
"17315",1732,5,399,2.16291576673232
"17316",1732,6,399,2.24613814707302
"17317",1732,7,399,2.12945940998804
"17318",1732,8,25,2.49847812692843
"17319",1732,9,25,2.48822021398501
"17320",1732,10,25,2.40524313659146
"17321",1733,1,436,2.20599630333991
"17322",1733,2,436,1.91107465048131
"17323",1733,3,436,1.67526188760159
"17324",1733,4,436,1.89547432393324
"17325",1733,5,226,0.0840906196063004
"17326",1733,6,226,0.672109869200262
"17327",1733,7,196,1.21040199801294
"17328",1733,8,566,0.641317951451196
"17329",1733,9,566,0.946129075253369
"17330",1733,10,566,0.947954985841192
"17331",1734,1,24,-2.05897744575719
"17332",1734,2,24,-1.3737684805239
"17333",1734,3,24,-2.02375671414973
"17334",1734,4,156,-1.12426811068929
"17335",1734,5,156,-1.72164290752743
"17336",1734,6,567,-1.28018481690649
"17337",1734,7,567,-1.84759253383009
"17338",1734,8,567,-1.46887488289228
"17339",1734,9,567,-1.50263875447621
"17340",1734,10,567,-1.35177687258114
"17341",1735,1,72,0.407200976584171
"17342",1735,2,72,0.629587964331805
"17343",1735,3,294,0.170517864079754
"17344",1735,4,294,0.408728297341666
"17345",1735,5,294,0.0267663460598184
"17346",1735,6,294,-0.0742499131332873
"17347",1735,7,294,0.0804148816630047
"17348",1735,8,294,0.121789540263192
"17349",1735,9,294,0.114796064544877
"17350",1735,10,294,0.59614475770387
"17351",1736,1,165,0.658212474409946
"17352",1736,2,165,0.6622744935955
"17353",1736,3,165,0.902099987903389
"17354",1736,4,165,0.609858753692093
"17355",1736,5,165,0.712603100883176
"17356",1736,6,165,0.739159165432307
"17357",1736,7,165,0.847270292504608
"17358",1736,8,165,0.362364124712442
"17359",1736,9,410,0.508365712523691
"17360",1736,10,410,0.732354661040941
"17361",1737,1,407,-1.3322806809065
"17362",1737,2,407,-1.66135325595643
"17363",1737,3,407,-1.14793187772038
"17364",1737,4,407,-1.03303789619042
"17365",1737,5,407,-1.32598972204012
"17366",1737,6,407,-1.40547591982098
"17367",1737,7,407,-1.49768980996885
"17368",1737,8,407,-1.32128162006318
"17369",1737,9,407,-1.05975429355479
"17370",1737,10,407,-1.46858324872906
"17371",1738,1,63,-0.596030323628171
"17372",1738,2,354,0.270184834406141
"17373",1738,3,354,0.151471773682682
"17374",1738,4,354,-0.289112219987394
"17375",1738,5,354,0.150084705051963
"17376",1738,6,354,0.0812547969360551
"17377",1738,7,354,-0.1102833373442
"17378",1738,8,354,0.329212227036527
"17379",1738,9,354,0.0310864359399468
"17380",1738,10,121,1.2100610085877
"17381",1739,1,154,1.09608534887154
"17382",1739,2,154,1.28458045753671
"17383",1739,3,154,0.569526432571296
"17384",1739,4,179,0.814274817453733
"17385",1739,5,179,0.881061053650271
"17386",1739,6,179,0.872411585208166
"17387",1739,7,179,0.769114446352066
"17388",1739,8,179,0.740330036408278
"17389",1739,9,179,0.694994681250294
"17390",1739,10,179,0.70536865986131
"17391",1740,1,147,0.051187691226782
"17392",1740,2,299,1.19843922597356
"17393",1740,3,299,1.05265801850365
"17394",1740,4,299,1.14964818096608
"17395",1740,5,299,1.06346046638802
"17396",1740,6,299,1.35285385106002
"17397",1740,7,299,0.976059563508916
"17398",1740,8,308,0.393022773492173
"17399",1740,9,308,0.299209865182532
"17400",1740,10,308,0.248432483455526
"17401",1741,1,228,1.66353098519008
"17402",1741,2,228,1.75812156734648
"17403",1741,3,228,1.58974899750978
"17404",1741,4,228,1.30795932733945
"17405",1741,5,228,1.32346001247553
"17406",1741,6,228,1.54789646009287
"17407",1741,7,228,1.75600120142011
"17408",1741,8,228,1.4941403726953
"17409",1741,9,228,1.36767057223903
"17410",1741,10,228,1.75462033287809
"17411",1742,1,239,0.720381412298887
"17412",1742,2,239,0.39377984813512
"17413",1742,3,621,0.359478939866825
"17414",1742,4,621,0.288767937220179
"17415",1742,5,621,0.845356645321273
"17416",1742,6,621,1.08039460202468
"17417",1742,7,621,0.395424724157827
"17418",1742,8,621,0.778559699272737
"17419",1742,9,621,0.846944551224137
"17420",1742,10,621,0.71668065430852
"17421",1743,1,105,-2.06075159461159
"17422",1743,2,105,-2.48872520636438
"17423",1743,3,105,-2.15100684008955
"17424",1743,4,105,-2.44673127901401
"17425",1743,5,115,-1.25638176306205
"17426",1743,6,115,-0.900814774066204
"17427",1743,7,115,-1.44269209673556
"17428",1743,8,601,-1.67908825171452
"17429",1743,9,601,-1.80451341157518
"17430",1743,10,601,-1.98919152229919
"17431",1744,1,142,-0.776250778976519
"17432",1744,2,142,-0.797674879789232
"17433",1744,3,142,-0.0594650531319518
"17434",1744,4,142,-0.859674662771461
"17435",1744,5,142,-0.977424672504447
"17436",1744,6,142,-0.803802226619232
"17437",1744,7,142,-0.798920156169607
"17438",1744,8,142,-0.250122096613425
"17439",1744,9,142,-0.420124439794561
"17440",1744,10,142,-0.502215106106976
"17441",1745,1,260,1.6735952880532
"17442",1745,2,260,1.41178654960825
"17443",1745,3,260,1.47369231732829
"17444",1745,4,260,1.41675732359854
"17445",1745,5,578,1.35109417653995
"17446",1745,6,578,0.978489038946153
"17447",1745,7,578,0.916014298427023
"17448",1745,8,578,0.729774943750587
"17449",1745,9,578,0.748008557232243
"17450",1745,10,578,0.532199584687375
"17451",1746,1,456,0.398757607273077
"17452",1746,2,456,0.576045705976225
"17453",1746,3,456,0.544217164259179
"17454",1746,4,456,0.222944458029216
"17455",1746,5,456,0.12108549470395
"17456",1746,6,456,0.476653458760268
"17457",1746,7,456,0.575050549437317
"17458",1746,8,456,0.684388728794389
"17459",1746,9,456,0.334185209393265
"17460",1746,10,456,0.407583038340784
"17461",1747,1,502,0.154490146749348
"17462",1747,2,502,0.41600205260788
"17463",1747,3,49,0.0619691892520873
"17464",1747,4,49,-0.485240940286324
"17465",1747,5,49,-0.516295679628261
"17466",1747,6,49,-0.189070525126594
"17467",1747,7,49,-0.361451304640896
"17468",1747,8,49,0.230589150473324
"17469",1747,9,49,-0.0032808857582374
"17470",1747,10,49,-0.488552510078717
"17471",1748,1,138,-0.033930021283073
"17472",1748,2,138,0.287887011462647
"17473",1748,3,138,0.0626545521614118
"17474",1748,4,138,0.0117818989769532
"17475",1748,5,138,0.280781241052144
"17476",1748,6,138,0.137224057620638
"17477",1748,7,138,0.0343199428931684
"17478",1748,8,138,-0.0121475809709557
"17479",1748,9,438,-0.429403626814115
"17480",1748,10,438,-0.179073853061868
"17481",1749,1,476,0.727089351087788
"17482",1749,2,476,0.948160553551818
"17483",1749,3,476,1.11248850786287
"17484",1749,4,476,1.12771044757518
"17485",1749,5,476,0.374665301788473
"17486",1749,6,476,0.733415676531296
"17487",1749,7,476,0.810668990415127
"17488",1749,8,476,0.777018416948943
"17489",1749,9,476,0.749639700772142
"17490",1749,10,476,1.15265974404638
"17491",1750,1,469,0.850528086226625
"17492",1750,2,469,1.02583145206735
"17493",1750,3,469,0.992927770297653
"17494",1750,4,469,0.75317677275272
"17495",1750,5,469,0.482070597593394
"17496",1750,6,469,0.986509076661452
"17497",1750,7,469,0.935666141421842
"17498",1750,8,469,1.22542258029409
"17499",1750,9,469,0.971679215091882
"17500",1750,10,469,1.19162325436917
"17501",1751,1,121,2.25180341554237
"17502",1751,2,121,2.1703282206365
"17503",1751,3,121,2.27266311394563
"17504",1751,4,121,2.4184802492578
"17505",1751,5,121,2.44095250274304
"17506",1751,6,121,2.40344083319421
"17507",1751,7,121,2.0439465292381
"17508",1751,8,121,2.43201302405589
"17509",1751,9,121,2.18305261255317
"17510",1751,10,121,2.46580452387039
"17511",1752,1,114,-0.926543902718358
"17512",1752,2,114,-1.2440036261705
"17513",1752,3,269,-1.10134168740869
"17514",1752,4,269,-1.40840959826038
"17515",1752,5,269,-1.40191034977016
"17516",1752,6,269,-0.968715037823073
"17517",1752,7,269,-1.25374277296362
"17518",1752,8,269,-0.665112428927854
"17519",1752,9,269,-1.36686006314988
"17520",1752,10,269,-0.974296639004588
"17521",1753,1,70,0.898867748293436
